rank,lemma,perMil,duplicate_count
3456,protocol,17.44,1
3457,productive,17.44,1
3458,jeans,17.39,1
3459,companion,17.39,1
3460,convict,17.38,1
3461,boost,17.36,1
3462,practically,17.36,1
3463,recipient,17.36,1
3464,yep,17.35,1
3465,undermine,17.35,1
3466,array,17.35,1
3467,persuade,17.35,1
3468,ranch,17.34,1
3469,scout,17.33,1
3470,medal,17.32,1
3471,endless,17.31,1
3472,translation,17.31,1
3473,ski,17.31,1
3474,conservation,17.3,1
3475,habitat,17.29,1
3476,contractor,17.28,1
3477,trailer,17.27,1
3478,goodbye,17.24,1
3479,towel,17.24,1
3480,pitcher,17.24,1
3481,bonus,17.22,1
3482,dramatically,17.21,1
3483,caller,17.19,1
3484,genre,17.19,1
3485,exit,17.18,1
3486,omit,17.17,1
3487,pit,17.15,1
3488,boring,17.14,1
3489,cholesterol,17.13,1
3490,suspend,17.13,1
3491,closed,17.11,1
3492,consult,17.11,1
3493,bombing,17.11,1
3494,advertisement,17.11,1
3495,expertise,17.1,1
3496,creator,17.1,1
3497,doll,17.09,1
3498,tablet,17.08,1
3499,provided,17.08,1
3500,peaceful,17.08,1
3501,ruling,17.05,1
3502,utilize,17.02,1
3503,rational,17.02,1
3504,warming,17.02,1
3505,equity,17.02,1
3506,pine,17.01,1
3507,bitter,17.0,1
3508,artistic,16.98,1
3509,surgeon,16.98,1
3510,affordable,16.98,1
3511,tennis,16.98,1
3512,download,16.97,1
3513,suffering,16.96,1
3514,accuracy,16.95,1
3515,literacy,16.95,1
3516,treasury,16.95,1
3517,talented,16.94,1
3518,crown,16.92,1
3519,bare,16.92,1
3520,importantly,16.92,1
3521,invisible,16.92,1
3522,sergeant,16.91,1
3523,regulatory,16.9,1
3524,colony,16.89,1
3525,thumb,16.89,1
3526,accessible,16.88,1
3527,walking,16.88,1
3528,integration,16.86,1
3529,spouse,16.85,1
3530,excitement,16.85,1
3531,greek,16.84,1
3532,residence,16.84,1
3533,bold,16.84,1
3534,adolescent,16.84,1
3535,oxygen,16.83,1
3536,echo,16.79,1
3537,palace,16.79,1
3538,functional,16.79,1
3539,gravity,16.79,1
3540,cotton,16.78,1
3541,estimated,16.77,1
3542,endorse,16.76,1
3543,lawmaker,16.76,1
3544,determination,16.75,1
3545,hint,16.74,1
3546,dynamics,16.74,1
3547,simultaneously,16.74,1
3548,shell,16.74,1
3549,administer,16.71,1
3550,christianity,16.7,1
3551,distract,16.68,1
3552,statute,16.64,1
3553,alleged,16.64,1
3554,biology,16.63,1
3555,follower,16.62,1
3556,nasty,16.62,1
3557,evident,16.59,1
3558,eligible,16.58,1
3559,confess,16.58,1
3560,bloody,16.53,1
3561,consent,16.53,1
3562,occasional,16.5,1
3563,trunk,16.49,1
3564,prohibit,16.49,1
3565,sustainable,16.48,1
3566,belly,16.48,1
3567,asshole,16.47,1
3568,journalism,16.47,1
3569,banking,16.47,1
3570,ridge,16.46,1
3571,obstacle,16.46,1
3572,heal,16.44,1
3573,bastard,16.43,1
3574,cheer,16.43,1
3575,apology,16.43,1
3576,tumor,16.42,1
3577,architect,16.42,1
3578,harbor,16.41,1
3579,wrist,16.41,1
3580,handsome,16.4,1
3581,realm,16.39,1
3582,bullshit,16.39,1
3583,inspector,16.39,1
3584,surveillance,16.38,1
3585,trauma,16.37,1
3586,rebuild,16.37,1
3587,gross,16.36,1
3588,romance,16.36,1
3589,deadline,16.35,1
3590,classical,16.34,1
3591,compensation,16.33,1
3592,convey,16.33,1
3593,insect,16.31,1
3594,output,16.3,1
3595,parliament,16.29,1
3596,suite,16.28,1
3597,opposed,16.27,1
3598,demon,16.26,1
3599,eating,16.26,1
3600,fold,16.26,1
3601,separation,16.26,1
3602,structural,16.25,1
3603,equality,16.24,1
3604,await,16.22,1
3605,probability,16.22,1
3606,logical,16.22,1
3607,generous,16.21,1
3608,behavioral,16.2,1
3609,acquisition,16.18,1
3610,greet,16.18,1
3611,custody,16.18,1
3612,trash,16.17,1
3613,earthquake,16.16,1
3614,judicial,16.16,1
3615,insane,16.15,1
3616,realistic,16.14,1
3617,necessity,16.13,1
3618,assemble,16.13,1
3619,parameter,16.12,1
3620,grip,16.12,1
3621,horn,16.12,1
3622,mathematics,16.11,1
3623,modify,16.11,1
3624,hallway,16.1,1
3625,african-american,16.08,1
3626,liability,16.06,1
3627,theoretical,16.06,1
3628,crawl,16.06,1
3629,technological,16.05,1
3630,fluid,16.05,1
3631,condemn,16.05,1
3632,homeland,16.05,1
3633,exam,16.04,1
3634,anchor,16.03,1
3635,conscious,16.01,1
3636,considering,16.01,1
3637,known,16.0,1
3638,vitamin,16.0,1
3639,hostage,15.98,1
3640,actively,15.97,1
3641,mill,15.97,1
3642,teenage,15.96,1
3643,processing,15.94,1
3644,retrieve,15.94,1
3645,offering,15.93,1
3646,sentiment,15.93,1
3647,oral,15.92,1
3648,laptop,15.91,1
3649,photography,15.91,1
3650,coin,15.91,1
3651,convinced,15.91,1
3652,goodness,15.9,1
3653,bounce,15.9,1
3654,affiliation,15.89,1
3655,burst,15.88,1
3656,blessing,15.87,1
3657,bee,15.87,1
3658,continuous,15.86,1
3659,landing,15.85,1
3660,ritual,15.85,1
3661,bath,15.84,1
3662,sneak,15.83,1
3663,mud,15.81,1
3664,scan,15.81,1
3665,historically,15.81,1
3666,hers,15.8,1
3667,reminder,15.8,1
3668,slavery,15.79,1
3669,supervisor,15.78,1
3670,quantity,15.78,1
3671,olympics,15.77,1
3672,pleasant,15.77,1
3673,skirt,15.76,1
3674,slope,15.76,1
3675,outlet,15.75,1
3676,curtain,15.75,1
3677,immune,15.74,1
3678,declaration,15.74,1
3679,calendar,15.73,1
3680,paragraph,15.72,1
3681,identical,15.72,1
3682,regret,15.72,1
3683,quest,15.7,1
3684,entrepreneur,15.69,1
3685,specify,15.68,1
3686,clay,15.67,1
3687,stumble,15.67,1
3688,noon,15.66,1
3689,outstanding,15.65,1
3690,elbow,15.65,1
3691,uh-huh,15.64,1
3692,unity,15.63,1
3693,manipulate,15.62,1
3694,mysterious,15.62,1
3695,airplane,15.62,1
3696,portfolio,15.62,1
3697,northwest,15.61,1
3698,delicious,15.61,1
3699,sweat,15.61,1
3700,profound,15.61,1
3701,treasure,15.59,1
3702,flour,15.58,1
3703,rally,15.58,1
3704,lightly,15.58,1
3705,default,15.56,1
3706,alongside,15.56,1
3707,hug,15.55,1
3708,isolate,15.54,1
3709,exploration,15.53,1
3710,charter,15.5,1
3711,outer,15.5,1
3712,limb,15.5,1
3713,enroll,15.5,1
3714,southwest,15.49,1
3715,upcoming,15.47,1
3716,arena,15.47,1
3717,witch,15.47,1
3718,unite,15.46,1
3719,someday,15.46,1
3720,courtesy,15.46,1
3721,forty,15.46,1
3722,statue,15.45,1
3723,fist,15.44,1
3724,precise,15.44,1
3725,squad,15.44,1
3726,castle,15.44,1
3727,cruise,15.43,1
3728,legally,15.42,1
3729,patience,15.41,1
3730,embassy,15.41,1
3731,thereby,15.4,1
3732,bush,15.37,1
3733,purple,15.36,1
3734,electrical,15.33,1
3735,cage,15.32,1
3736,outfit,15.32,1
3737,shark,15.31,1
3738,retired,15.31,1
3739,lobby,15.31,1
3740,sidewalk,15.31,1
3741,attraction,15.29,1
3742,runner,15.29,1
3743,ankle,15.29,1
3744,mercy,15.25,1
3745,artificial,15.25,1
3746,indigenous,15.25,1
3747,dancer,15.23,1
3748,sexually,15.23,1
3749,candle,15.23,1
3750,needle,15.22,1
3751,hidden,15.22,1
3752,chronicle,15.21,1
3753,suburb,15.21,1
3754,toxic,15.21,1
3755,underlying,15.2,1
3756,deploy,15.19,1
3757,sensor,15.19,1
3758,debut,15.19,1
3759,magnitude,15.18,1
3760,suspicion,15.18,1
3761,grandma,15.17,1
3762,icon,15.17,1
3763,colonial,15.17,1
3764,info,15.16,1
3765,iranian,15.15,1
3766,jurisdiction,15.15,1
3767,parade,15.13,1
3768,archive,15.11,1
3769,gifted,15.11,1
3770,outdoor,15.1,1
3771,ending,15.1,1
3772,rage,15.1,1
3773,altogether,15.09,1
3774,loop,15.09,1
3775,burning,15.08,1
3776,reception,15.08,1
3777,deem,15.07,1
3778,crush,15.07,1
3779,premise,15.07,1
3780,automatic,15.06,1
3781,drain,15.05,1
3782,whale,15.05,1
3783,mechanical,15.05,1
3784,credibility,15.05,1
3785,drift,15.05,1
3786,promising,15.04,1
3787,loyalty,15.04,1
3788,traveler,15.03,1
3789,tide,15.03,1
3790,grief,15.02,1
3791,skull,15.02,1
3792,metaphor,15.02,1
3793,pursuit,15.01,1
3794,backup,15.01,1
3795,therapist,15.01,1
3796,workplace,15.0,1
3797,instinct,15.0,1
3798,export,14.99,1
3799,broadcast,14.98,1
3800,seventh,14.98,1
3801,fixed,14.98,1
3802,chuckle,14.96,1
3803,disclose,14.96,1
3804,execution,14.96,1
3805,density,14.96,1
3806,pal,14.96,1
3807,correction,14.95,1
3808,kinda,14.9,1
3809,relieve,14.89,1
3810,teammate,14.89,1
3811,alright,14.88,1
3812,enthusiasm,14.88,1
3813,extended,14.88,1
3814,corridor,14.88,1
3815,panic,14.86,1
3816,bid,14.85,1
3817,pad,14.85,1
3818,productivity,14.84,1
3819,railroad,14.82,1
3820,tuck,14.82,1
3821,minimize,14.81,1
3822,amid,14.81,1
3823,frozen,14.81,1
3824,inspection,14.79,1
3825,cab,14.78,1
3826,expected,14.77,1
3827,nonsense,14.77,1
3828,leap,14.77,1
3829,theology,14.74,1
3830,rider,14.74,1
3831,terrific,14.73,1
3832,accent,14.73,1
3833,invitation,14.73,1
3834,mild,14.72,1
3835,liar,14.71,1
3836,oversee,14.7,1
3837,awkward,14.69,1
3838,suburban,14.68,1
3839,registration,14.68,1
3840,momentum,14.67,1
3841,instantly,14.66,1
3842,clerk,14.65,1
3843,hockey,14.64,1
3844,chin,14.64,1
3845,laser,14.63,1
3846,proposition,14.62,1
3847,beam,14.61,1
3848,rob,14.61,1
3849,ancestor,14.6,1
3850,creativity,14.58,1
3851,casual,14.57,1
3852,objection,14.57,1
3853,verse,14.57,1
3854,slap,14.57,1
3855,clever,14.57,1
3856,revolutionary,14.56,1
3857,shove,14.56,1
3858,carbohydrate,14.56,1
3859,steam,14.56,1
3860,reportedly,14.55,1
3861,resume,14.54,1
3862,forehead,14.54,1
3863,sheep,14.53,1
3864,carpet,14.52,1
3865,cloth,14.51,1
3866,full-time,14.5,1
3867,departure,14.49,1
3868,questionnaire,14.49,1
3869,behalf,14.49,1
3870,graph,14.48,1
3871,diplomatic,14.48,1
3872,thief,14.47,1
3873,subsidy,14.47,1
3874,herb,14.47,1
3875,fossil,14.45,1
3876,pulse,14.44,1
3877,patrol,14.44,1
3878,mechanic,14.44,1
3879,cattle,14.44,1
3880,screening,14.43,1
3881,electoral,14.42,1
3882,continuing,14.42,1
3883,supposedly,14.42,1
3884,commentary,14.41,1
3885,dignity,14.41,1
3886,prophet,14.41,1
3887,jaw,14.4,1
3888,safely,14.39,1
3889,serving,14.39,1
3890,homework,14.38,1
3891,allegedly,14.36,1
3892,android,14.36,1
3893,alpha,14.35,1
3894,insert,14.35,1
3895,mortality,14.34,1
3896,solely,14.34,1
3897,contend,14.34,1
3898,elephant,14.34,1
3899,continent,14.33,1
3900,ecosystem,14.32,1
3901,olive,14.29,1
3902,syndrome,14.29,1
3903,abstract,14.28,1
3904,accusation,14.28,1
3905,coming,14.28,1
3906,pickup,14.27,1
3907,sock,14.27,1
3908,improved,14.26,1
3909,shuttle,14.26,1
3910,calculation,14.26,1
3911,demographic,14.25,1
3912,innovative,14.25,1
3913,accommodate,14.24,1
3914,unfair,14.23,1
3915,tragic,14.23,1
3916,faster,14.22,1
3917,nutrition,14.22,1
3918,comprise,14.22,1
3919,mentor,14.21,1
3920,stance,14.2,1
3921,rabbit,14.2,1
3922,pillow,14.19,1
3923,dot,14.18,1
3924,exploit,14.17,1
3925,contributor,14.17,1
3926,disk,14.17,1
3927,cooperate,14.17,1
3928,hesitate,14.17,1
3929,offend,14.17,1
3930,compel,14.16,1
3931,likelihood,14.15,1
3932,sibling,14.15,1
3933,undertake,14.14,1
3934,painter,14.14,1
3935,gorgeous,14.14,1
3936,southeast,14.14,1
3937,lamp,14.13,1
3938,residential,14.13,1
3939,counterpart,14.13,1
3940,believer,14.13,1
3941,inmate,14.12,1
3942,thoroughly,14.12,1
3943,freak,14.11,1
3944,filter,14.1,1
3945,orbit,14.1,1
3946,purse,14.1,1
3947,cease,14.08,1
3948,likewise,14.08,1
3949,passing,14.07,1
3950,clause,14.04,1
3951,instructional,14.04,1
3952,mentally,14.04,1
3953,vanish,14.04,1
3954,cartoon,14.03,1
3955,shield,14.03,1
3956,neutral,14.03,1
3957,pond,14.03,1
3958,popularity,14.03,1
3959,authorize,14.01,1
3960,combined,14.0,1
3961,graphic,13.99,1
3962,traditionally,13.98,1
3963,darling,13.98,1
3964,vendor,13.98,1
3965,conceive,13.97,1
3966,opt,13.96,1
3967,descend,13.96,1
3968,beloved,13.95,1
3969,firmly,13.95,1
3970,openly,13.93,1
3971,gathering,13.92,1
3972,fever,13.91,1
3973,preach,13.9,1
3974,arrow,13.89,1
3975,interfere,13.89,1
3976,capitalism,13.87,1
3977,required,13.87,1
3978,meantime,13.86,1
3979,fork,13.86,1
3980,presumably,13.86,1
3981,illusion,13.85,1
3982,racist,13.85,1
3983,removal,13.83,1
3984,anxious,13.82,1
3985,bleed,13.81,1
3986,organism,13.81,1
3987,awake,13.8,1
3988,sculpture,13.79,1
3989,spare,13.78,1
3990,diminish,13.77,1
3991,harassment,13.77,1
3992,drum,13.77,1
3993,helmet,13.76,1
3994,certificate,13.75,1
3995,tribal,13.75,1
3996,mmm,13.74,1
3997,sadly,13.73,1
3998,sunlight,13.72,1
3999,spy,13.72,1
4000,cart,13.72,1
4001,clarify,13.71,1
4002,delete,13.71,1
4003,rookie,13.71,1
4004,performer,13.7,1
4005,protective,13.7,1
4006,practitioner,13.7,1
4007,hunger,13.7,1
4008,jar,13.69,1
4009,dawn,13.69,1
4010,programming,13.69,1
4011,accomplishment,13.67,1
4012,salmon,13.67,1
4013,census,13.67,1
4014,conscience,13.66,1
4015,fortunately,13.65,1
4016,minimal,13.64,1
4017,molecule,13.64,1
4018,threshold,13.64,1
4019,sole,13.64,1
4020,supportive,13.64,1
4021,inventory,13.63,1
4022,comply,13.63,1
4023,monetary,13.63,1
4024,drill,13.62,1
4025,influential,13.61,1
4026,verbal,13.59,1
4027,ranking,13.58,1
4028,gram,13.57,1
4029,grasp,13.57,1
4030,envelope,13.57,1
4031,puzzle,13.57,1
4032,enact,13.55,1
4033,classify,13.55,1
4034,scatter,13.54,1
4035,unfortunate,13.54,1
4036,readily,13.52,1
4037,discount,13.51,1
4038,addiction,13.51,1
4039,juror,13.5,1
4040,emerging,13.5,1
4041,marker,13.5,1
4042,worthy,13.5,1
4043,blend,13.48,1
4044,shy,13.48,1
4045,retailer,13.47,1
4046,businessman,13.47,1
4047,premium,13.47,1
4048,liver,13.47,1
4049,pirate,13.46,1
4050,protester,13.45,1
4051,outlook,13.44,1
4052,elder,13.43,1
4053,gallon,13.43,1
4054,chemistry,13.42,1
4055,additionally,13.42,1
4056,ignorance,13.42,1
4057,sometime,13.41,1
4058,babe,13.4,1
4059,conversion,13.4,1
4060,fraction,13.4,1
4061,weed,13.4,1
4062,drown,13.39,1
4063,tolerate,13.39,1
4064,merit,13.38,1
4065,citizenship,13.38,1
4066,coordinator,13.37,1
4067,validity,13.37,1
4068,worldwide,13.36,1
4069,ambition,13.36,1
4070,turtle,13.36,1
4071,sail,13.35,1
4072,added,13.35,1
4073,soap,13.34,1
4074,hostile,13.34,1
4075,delicate,13.34,1
4076,shortage,13.33,1
4077,useless,13.33,1
4078,instruct,13.33,1
4079,diary,13.33,1
4080,booth,13.33,1
4081,suspicious,13.32,1
4082,gasp,13.32,1
4083,publishing,13.31,1
4084,transit,13.31,1
4085,excite,13.31,1
4086,curiosity,13.3,1
4087,grid,13.3,1
4088,rolling,13.29,1
4089,disclosure,13.28,1
4090,bow,13.28,1
4091,cruel,13.28,1
4092,rival,13.27,1
4093,secular,13.26,1
4094,denial,13.26,1
4095,speculation,13.26,1
4096,sympathy,13.26,1
4097,tender,13.25,1
4098,inappropriate,13.25,1
4099,sodium,13.24,1
4100,o'clock,13.24,1
4101,bang,13.21,1
4102,challenging,13.21,1
4103,sack,13.2,1
4104,ipad,13.2,1
4105,carve,13.18,1
4106,barn,13.18,1
4107,footage,13.18,1
4108,reliability,13.18,1
4109,hormone,13.18,1
4110,alley,13.16,1
4111,coastal,13.15,1
4112,cafe,13.15,1
4113,flexible,13.14,1
4114,experienced,13.14,1
4115,partial,13.14,1
4116,vampire,13.12,1
4117,dessert,13.12,1
4118,mixed,13.12,1
4119,optimistic,13.12,1
4120,northeast,13.11,1
4121,well-being,13.11,1
4122,availability,13.1,1
4123,fleet,13.1,1
4124,specialize,13.1,1
4125,compliance,13.09,1
4126,pork,13.08,1
4127,pin,13.08,1
4128,astronomer,13.07,1
4129,forbid,13.06,1
4130,boil,13.05,1
4131,installation,13.05,1
4132,exclusively,13.04,1
4133,nest,13.04,1
4134,equivalent,13.03,1
4135,shallow,13.03,1
4136,goat,13.03,1
4137,equip,13.03,1
4138,betray,13.02,1
4139,banker,13.02,1
4140,interval,13.02,1
4141,encouraging,13.02,1
4142,gasoline,13.02,1
4143,willingness,13.02,1
4144,bucket,13.01,1
4145,theft,13.0,1
4146,laundry,12.99,1
4147,constraint,12.99,1
4148,jewelry,12.98,1
4149,dying,12.98,1
4150,migration,12.98,1
4151,hatred,12.98,1
4152,invention,12.97,1
4153,loving,12.96,1
4154,revenge,12.96,1
4155,outline,12.95,1
4156,unprecedented,12.95,1
4157,halloween,12.94,1
4158,spit,12.94,1
4159,sweetheart,12.94,1
4160,sheer,12.94,1
4161,lazy,12.93,1
4162,intimate,12.93,1
4163,technically,12.92,1
4164,defender,12.92,1
4165,peanut,12.9,1
4166,unclear,12.89,1
4167,workout,12.88,1
4168,piss,12.88,1
4169,eleven,12.87,1
4170,compelling,12.87,1
4171,wilderness,12.87,1
4172,guardian,12.86,1
4173,lightning,12.86,1
4174,backyard,12.86,1
4175,alike,12.86,1
4176,partially,12.86,1
4177,passionate,12.85,1
4178,scripture,12.85,1
4179,ideological,12.84,1
4180,midst,12.84,1
4181,thrive,12.83,1
4182,sensitivity,12.83,1
4183,ignorant,12.82,1
4184,emotionally,12.82,1
4185,unfold,12.82,1
4186,explicitly,12.82,1
4187,eternal,12.81,1
4188,headache,12.81,1
4189,deposit,12.8,1
4190,chop,12.8,1
4191,spectacular,12.8,1
4192,ego,12.8,1
4193,verdict,12.79,1
4194,nominate,12.79,1
4195,civic,12.79,1
4196,accountability,12.79,1
4197,uncover,12.78,1
4198,critique,12.77,1
4199,annually,12.76,1
4200,tropical,12.76,1
4201,aisle,12.76,1
4202,eighth,12.76,1
4203,blast,12.75,1
4204,compassion,12.74,1
4205,corrupt,12.74,1
4206,scratch,12.73,1
4207,verify,12.72,1
4208,offender,12.71,1
4209,inherit,12.7,1
4210,strive,12.68,1
4211,appreciation,12.66,1
4212,canvas,12.66,1
4213,chunk,12.66,1
4214,short-term,12.64,1
4215,proceedings,12.64,1
4216,magical,12.63,1
4217,loyal,12.63,1
4218,aah,12.62,1
4219,desperately,12.62,1
4220,throne,12.62,1
4221,spite,12.61,1
4222,propaganda,12.61,1
4223,brutal,12.61,1
4224,irony,12.6,1
4225,soda,12.6,1
4226,projection,12.59,1
4227,disabled,12.58,1
4228,parental,12.58,1
4229,dutch,12.58,1
4230,collector,12.57,1
4231,disappointment,12.56,1
4232,re-election,12.56,1
4233,happily,12.55,1
4234,steep,12.54,1
4235,fancy,12.54,1
4236,listener,12.53,1
4237,whip,12.53,1
4238,heck,12.52,1
4239,developmental,12.52,1
4240,drawer,12.52,1
4241,trainer,12.51,1
4242,ash,12.51,1
4243,solo,12.51,1
4244,stamp,12.51,1
4245,socially,12.51,1
4246,courtroom,12.51,1
4247,induce,12.5,1
4248,anytime,12.5,1
4249,morality,12.5,1
4250,syrian,12.49,1
4251,pipeline,12.49,1
4252,bride,12.49,1
4253,instant,12.49,1
4254,casino,12.48,1
4255,doorway,12.48,1
4256,interface,12.48,1
4257,learner,12.48,1
4258,spark,12.48,1
4259,placement,12.48,1
4260,conception,12.48,1
4261,flexibility,12.48,1
4262,thou,12.47,1
4263,elegant,12.46,1
4264,flaw,12.46,1
4265,locker,12.45,1
4266,peel,12.45,1
4267,plea,12.43,1
4268,cord,12.43,1
4269,import,12.42,1
4270,goddamn,12.42,1
4271,stack,12.42,1
4272,philosophical,12.41,1
4273,gosh,12.41,1
4274,junk,12.41,1
4275,vocal,12.4,1
4276,bicycle,12.4,1
4277,chew,12.39,1
4278,destiny,12.39,1
4279,unbelievable,12.38,1
4280,ambitious,12.38,1
4281,halfway,12.37,1
4282,jealous,12.37,1
4283,invade,12.35,1
4284,sphere,12.35,1
4285,countless,12.34,1
4286,excessive,12.34,1
4287,accounting,12.33,1
4288,sunset,12.33,1
4289,faithful,12.32,1
4290,extract,12.31,1
4291,freely,12.31,1
4292,adaptation,12.3,1
4293,columnist,12.3,1
4294,ray,12.3,1
4295,jungle,12.3,1
4296,emperor,12.3,1
4297,wagon,12.3,1
4298,depressed,12.3,1
4299,trillion,12.29,1
4300,embarrassed,12.29,1
4301,breeze,12.29,1
4302,foster,12.27,1
4303,disturbing,12.26,1
4304,discourage,12.26,1
4305,venue,12.26,1
4306,explicit,12.25,1
4307,isolation,12.25,1
4308,riot,12.25,1
4309,consequently,12.24,1
4310,commodity,12.24,1
4311,dough,12.24,1
4312,tab,12.24,1
4313,attendance,12.24,1
4314,streak,12.23,1
4315,silk,12.22,1
4316,similarity,12.21,1
4317,steak,12.21,1
4318,dancing,12.21,1
4319,petition,12.2,1
4320,viable,12.2,1
4321,breathing,12.2,1
4322,balloon,12.19,1
4323,mm,12.19,1
4324,sleeve,12.18,1
4325,cue,12.18,1
4326,monument,12.18,1
4327,softly,12.16,1
4328,tattoo,12.16,1
4329,warrant,12.16,1
4330,toll,12.16,1
4331,reluctant,12.16,1
4332,deliberately,12.15,1
4333,graduation,12.15,1
4334,upgrade,12.14,1
4335,consecutive,12.14,1
4336,accurately,12.14,1
4337,strictly,12.12,1
4338,leak,12.11,1
4339,blank,12.1,1
4340,beneficial,12.1,1
4341,risky,12.1,1
4342,banana,12.1,1
4343,casualty,12.1,1
4344,shrink,12.09,1
4345,chat,12.08,1
4346,usage,12.08,1
4347,rude,12.08,1
4348,testament,12.08,1
4349,rack,12.08,1
4350,browser,12.07,1
4351,processor,12.07,1
4352,thigh,12.07,1
4353,perceived,12.06,1
4354,merchant,12.04,1
4355,talking,12.04,1
4356,eyebrow,12.03,1
4357,quantum,12.03,1
4358,surrounding,12.03,1
4359,eh,12.02,1
4360,vocabulary,12.02,1
4361,radar,12.02,1
4362,ashamed,12.02,1
4363,stunning,12.01,1
4364,murderer,12.01,1
4365,burger,12.0,1
4366,collar,12.0,1
4367,align,12.0,1
4368,sensation,11.99,1
4369,textbook,11.99,1
4370,afterward,11.98,1
4371,keyboard,11.97,1
4372,hammer,11.97,1
4373,sunny,11.97,1
4374,charm,11.97,1
4375,wheat,11.96,1
4376,predator,11.96,1
4377,persist,11.96,1
4378,bizarre,11.96,1
4379,poorly,11.71,1
4380,stiff,11.6,1
